distance,lat,status,lng,address_number,address_name,id,name_region,id_commune,commune,materials
0.14782346560534218,-36.82804900,open,-73.05077400,599,OHiggins,8,Biobio,148,Chiguayante,glass
0.16542829120777403,-36.82704820,open,-73.05162720,444,Anibal Pinto (local 13),8,Biobio,146,Concepcion,phone
0.208528315607853,-36.82769700,open,-73.05194000,444,Rengo,8,Biobio,146,Concepcion,"power_bank,phone"
0.37728794789530995,-36.82754420,open,-73.04558800,1064,Cochrane,8,Biobio,146,Concepcion,phone
0.37746097785946153,-36.82721900,open,-73.05400120,544,Barros Arana 3er piso,8,Biobio,146,Concepcion,phone
0.39573867499068865,-36.82769270,open,-73.05412870,476,Rengo 4to piso,8,Biobio,146,Concepcion,phone
0.5332095079785224,-36.82655320,open,-73.04380420,196,Ongolmo,8,Biobio,146,Concepcion,phone
0.6154823550464219,-36.83181400,open,-73.04637900,731,Victor Lamas,8,Biobio,153,San Pedro de la Paz,glass
0.7758524371388539,-36.82877740,open,-73.05819610,215,Barros Arana (2do piso),8,Biobio,146,Concepcion,phone
0.7967847171168303,-36.82857850,open,-73.05849940,538,Obispo Hipolito Salas,8,Biobio,146,Concepcion,phone
0.9328964478883164,-36.82928800,open,-73.05985060,529,Serrano,8,Biobio,146,Concepcion,phone
1.0268684667147108,-36.83325870,open,-73.05824220,196,Arturo prat,8,Biobio,146,Concepcion,"paper,paperboard,cardboard_drink plastic,metal"
1.1024615278107541,-36.82825910,open,-73.03748540,1,Esteban S Iturra,8,Biobio,146,Concepcion,"paper,paperboard,cardboard_drink,plastic,metal,phone"
1.7720131257482021,-36.81667270,open,-73.03459770,2120,Maipu,8,Biobio,146,Concepcion,phone
0.6531838062960852,-36.82919840,open,-73.04296960,1180,Victor lamas,8,Biobio,146,Concepcion,phone
0.7758524371388539,-36.82877740,open,-73.05819610,215,Barros Arana (2do piso),8,Biobio,146,Concepcion,phone
0.7967847171168303,-36.82857850,open,-73.05849940,538,Obispo Hipolito Salas,8,Biobio,146,Concepcion,phone
0.9328964478883164,-36.82928800,open,-73.05985060,529,Serrano,8,Biobio,146,Concepcion,phone
0.9402597910322674,-36.83057320,open,-73.05933890,77,Libertador Gral.Bernardo O'Higgins Poniente,8,Biobio,146,Concepcion,phone
1.019096964705284,-36.83117210,open,-73.05995850,1,OHiggins 10 Edificio Neo Centro,8,Biobio,146,Concepcion,phone
1.0268684667147108,-36.83325870,open,-73.05824220,196,Arturo prat,8,Biobio,146,Concepcion,"paper,paperboard,cardboard_drink plastic,metal"
1.069792904383255,-36.82942470,open,-73.06139830,525,Prat (4to piso),8,Biobio,146,Concepcion,phone
1.1024615278107541,-36.82825910,open,-73.03748540,1,Esteban S Iturra,8,Biobio,146,Concepcion,"paper,paperboard,cardboard_drink,plastic,metal,phone"
1.7720131257482021,-36.81667270,open,-73.03459770,2120,Maipu,8,Biobio,146,Concepcion,phone
1.84755514325856,-36.84216700,open,-73.05821930,56,Las Canchas,8,Biobio,146,Concepcion,phone
1.8483298532736558,-36.81125240,open,-73.05645430,1020,Ejercito,8,Biobio,146,Concepcion,phone
1.864627306793896,-36.81103860,open,-73.05623100,1058,Ejercito,8,Biobio,146,Concepcion,phone
1.987774469690527,-36.81002200,open,-73.05679820,1060,Juan de Dios Rivera,8,Biobio,146,Concepcion,phone
1.9928465279457632,-36.81542930,open,-73.03266220,2359,Maipu (Plaza Acevedo ),8,Biobio,146,Concepcion,phone
2.0037901668719247,-36.80920000,open,-73.04618100,2,a Carriel Sur,8,Biobio,155,Talcahuano,glass
3.0667489101923446,-36.80814410,open,-73.07492360,2775,Arturo Fernandez Vial,8,Biobio,146,Concepcion,phone
3.1554626650199284,-36.85532620,open,-73.04785170,101,Sanders,8,Biobio,148,Chiguayante,glass
3.1763874503365526,-36.85555570,open,-73.04991590,100,Sanders,8,Biobio,148,Chiguayante,glass
3.63983895975161,-36.85958020,open,-73.04594210,121,Rafael Miranda,8,Biobio,148,Chiguayante,glass
3.702297564476457,-36.83108570,open,-73.00848870,1397,Rio Loa,8,Biobio,146,Concepcion,phone
3.9979821452338036,-36.80251450,open,-73.08266880,1,Colon,8,Biobio,157,Hualpen,glass
4.092167066827119,-36.86371090,open,-73.04672350,159,Pedro de Valdivia,8,Biobio,148,Chiguayante,glass
4.0982956306669625,-36.86356400,open,-73.04407500,19,Ramon Harriet,8,Biobio,148,Chiguayante,glass
4.104089772550389,-36.84202740,open,-73.09188400,1,Colo colo,8,Biobio,153,San Pedro de la Paz,"paper,paperboard,cardboard_drink,plastic,metal"
4.112298358911723,-36.83996840,open,-73.09303780,1,Colo Colo,8,Biobio,153,San Pedro de la Paz, glass
4.247850618611953,-36.80002190,open,-73.08356680,2,Nueva Imperial,8,Biobio,157,Hualpen,glass
4.255094597943562,-36.80399700,open,-73.08797900,2,Padre Las Casas,8,Biobio,157,Hualpen,glass
4.2828869867321,-36.86524560,open,-73.04417280,102,Rafael Sotomayor,8,Biobio,148,Chiguayante,glass
4.424323987097672,-36.86552630,open,-73.03739250,102,Rafael Sotomayor,8,Biobio,148,Chiguayante,glass
4.42550672290492,-36.86550430,open,-73.03723320,467,Rafael Sotomayor,8,Biobio,148,Chiguayante,glass
4.490322338748407,-36.79599180,open,-73.08209720,3,Los Zorzales,8,Biobio,157,Hualpen,glass
4.5293721016899315,-36.86607400,open,-73.03543100,1371,Bernardo OHiggins,8,Biobio,148,Chiguayante,"plastic, metal"
4.559658723851066,-36.86676160,open,-73.03729180,3267,Dos norte,8,Biobio,148,Chiguayante,glass
